"influenced","influenced_lab","influencer","influencer_lab"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Charles_Fourier","Charles Fourier"
"http://dbpedia.org/resource/Emmanuel_Mounier","Emmanuel Mounier","http://dbpedia.org/resource/Charles_Péguy","Charles Péguy"
"http://dbpedia.org/resource/Wilfred_Talbot_Smith","Wilfred Talbot Smith","http://dbpedia.org/resource/Charles_Stansfeld_Jones","Charles Stansfeld Jones"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/Franz_Kafka","Franz Kafka"
"http://dbpedia.org/resource/Emil_Fackenheim","Emil Fackenheim","http://dbpedia.org/resource/Franz_Rosenzweig","Franz Rosenzweig"
"http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas","http://dbpedia.org/resource/Franz_Rosenzweig","Franz Rosenzweig"
"http://dbpedia.org/resource/Emil_Cioran","Emil Cioran","http://dbpedia.org/resource/François_de_La_Rochefoucauld_(writer)","François de La Rochefoucauld (writer)"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Françoise_d'Eaubonne","Françoise d'Eaubonne"
"http://dbpedia.org/resource/Wilhelm_Dilthey","Wilhelm Dilthey","http://dbpedia.org/resource/Friedrich_Adolf_Trendelenburg","Friedrich Adolf Trendelenburg"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/Friedrich_Hölderlin","Friedrich Hölderlin"
"http://dbpedia.org/resource/Boris_Groys","Boris Groys","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Muhammad_Iqbal","Muhammad Iqbal","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Walter_Kaufmann_(philosopher)","Walter Kaufmann (philosopher)","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Wendy_Brown_(political_theorist)","Wendy Brown (political theorist)","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Emil_Cioran","Emil Cioran","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Emma_Goldman","Emma Goldman","http://dbpedia.org/resource/Friedrich_Nietzsche","Friedrich Nietzsche"
"http://dbpedia.org/resource/Wilhelm_Dilthey","Wilhelm Dilthey","http://dbpedia.org/resource/Friedrich_Schleiermacher","Friedrich Schleiermacher"
"http://dbpedia.org/resource/Emil_Fackenheim","Emil Fackenheim","http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling","Friedrich Wilhelm Joseph Schelling"
"http://dbpedia.org/resource/Eric_Voegelin","Eric Voegelin","http://dbpedia.org/resource/Friedrich_Wilhelm_Joseph_Schelling","Friedrich Wilhelm Joseph Schelling"
"http://dbpedia.org/resource/Emil_Cioran","Emil Cioran","http://dbpedia.org/resource/Fyodor_Dostoevsky","Fyodor Dostoevsky"
"http://dbpedia.org/resource/Will_Kymlicka","Will Kymlicka","http://dbpedia.org/resource/G._A._Cohen","G. A. Cohen"
"http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas","http://dbpedia.org/resource/Gabriel_Marcel","Gabriel Marcel"
"http://dbpedia.org/resource/A._D._Gordon","A. D. Gordon","http://dbpedia.org/resource/Judaism","Judaism"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/Kabbalah","Kabbalah"
"http://dbpedia.org/resource/Will_Kymlicka","Will Kymlicka","http://dbpedia.org/resource/Tom_Regan","Tom Regan"
"http://dbpedia.org/resource/Muhammad_Tahir","Muhammad Tahir","http://dbpedia.org/resource/Baha'_al-Din_Naqshband","Baha' al-Din Naqshband"
"http://dbpedia.org/resource/Emil_Fackenheim","Emil Fackenheim","http://dbpedia.org/resource/Baruch_Spinoza","Baruch Spinoza"
"http://dbpedia.org/resource/Emmanuel_Mounier","Emmanuel Mounier","http://dbpedia.org/resource/Jacques_Chevalier","Jacques Chevalier"
"http://dbpedia.org/resource/Boris_Groys","Boris Groys","http://dbpedia.org/resource/Jacques_Derrida","Jacques Derrida"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Jacques_Derrida","Jacques Derrida"
"http://dbpedia.org/resource/Boris_Groys","Boris Groys","http://dbpedia.org/resource/Jacques_Lacan","Jacques Lacan"
"http://dbpedia.org/resource/Mortimer_J._Adler","Mortimer J. Adler","http://dbpedia.org/resource/Jacques_Maritain","Jacques Maritain"
"http://dbpedia.org/resource/Emmanuel_Mounier","Emmanuel Mounier","http://dbpedia.org/resource/Jacques_Maritain","Jacques Maritain"
"http://dbpedia.org/resource/Muhammad_Iqbal","Muhammad Iqbal","http://dbpedia.org/resource/Jami","Jami"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Jane_Jacobs","Jane Jacobs"
"http://dbpedia.org/resource/Murtada_Sharif_'Askari","Murtada Sharif 'Askari","http://dbpedia.org/resource/Shahab_al-Din_Yahya_ibn_Habash_Suhrawardi","Shahab al-Din Yahya ibn Habash Suhrawardi"
"http://dbpedia.org/resource/Wendy_Brown_(political_theorist)","Wendy Brown (political theorist)","http://dbpedia.org/resource/Sheldon_Wolin","Sheldon Wolin"
"http://dbpedia.org/resource/Morris_Janowitz","Morris Janowitz","http://dbpedia.org/resource/Sidney_Hook","Sidney Hook"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Sigmund_Freud","Sigmund Freud"
"http://dbpedia.org/resource/Walter_Kaufmann_(philosopher)","Walter Kaufmann (philosopher)","http://dbpedia.org/resource/Sigmund_Freud","Sigmund Freud"
"http://dbpedia.org/resource/Wendy_Brown_(political_theorist)","Wendy Brown (political theorist)","http://dbpedia.org/resource/Sigmund_Freud","Sigmund Freud"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno"
"http://dbpedia.org/resource/Werner_Krieglstein","Werner Krieglstein","http://dbpedia.org/resource/Theodor_W._Adorno","Theodor W. Adorno"
"http://dbpedia.org/resource/Mortimer_J._Adler","Mortimer J. Adler","http://dbpedia.org/resource/Thomas_Aquinas","Thomas Aquinas"
"http://dbpedia.org/resource/Walter_of_Bruges","Walter of Bruges","http://dbpedia.org/resource/Thomas_Aquinas","Thomas Aquinas"
"http://dbpedia.org/resource/Eric_Voegelin","Eric Voegelin","http://dbpedia.org/resource/Thomas_Aquinas","Thomas Aquinas"
"http://dbpedia.org/resource/Montesquieu","Montesquieu","http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Thomas_Hobbes","Thomas Hobbes"
"http://dbpedia.org/resource/Eric_Voegelin","Eric Voegelin","http://dbpedia.org/resource/Thomas_Mann","Thomas Mann"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Thomas_Reid","Thomas Reid"
"http://dbpedia.org/resource/Muhammad_Iqbal","Muhammad Iqbal","http://dbpedia.org/resource/Thomas_Walker_Arnold","Thomas Walker Arnold"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Margaret_Thatcher","Margaret Thatcher"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Marina_Abramović","Marina Abramović"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/Martin_Buber","Martin Buber"
"http://dbpedia.org/resource/Walter_Kaufmann_(philosopher)","Walter Kaufmann (philosopher)","http://dbpedia.org/resource/Martin_Buber","Martin Buber"
"http://dbpedia.org/resource/Emil_Fackenheim","Emil Fackenheim","http://dbpedia.org/resource/Martin_Buber","Martin Buber"
"http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas","http://dbpedia.org/resource/Martin_Buber","Martin Buber"
"http://dbpedia.org/resource/Boris_Groys","Boris Groys","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Wilfrid_Sellars","Wilfrid Sellars","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Emil_Cioran","Emil Cioran","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Emil_Fackenheim","Emil Fackenheim","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas","http://dbpedia.org/resource/Martin_Heidegger","Martin Heidegger"
"http://dbpedia.org/resource/Emma_Goldman","Emma Goldman","http://dbpedia.org/resource/Mary_Wollstonecraft","Mary Wollstonecraft"
"http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas","http://dbpedia.org/resource/Monsieur_Chouchani","Monsieur Chouchani"
"http://dbpedia.org/resource/Epictetus","Epictetus","http://dbpedia.org/resource/Gaius_Musonius_Rufus","Gaius Musonius Rufus"
"http://dbpedia.org/resource/Montesquieu","Montesquieu","http://dbpedia.org/resource/Jean_Bodin","Jean Bodin"
"http://dbpedia.org/resource/Eric_Voegelin","Eric Voegelin","http://dbpedia.org/resource/Jean_Bodin","Jean Bodin"
"http://dbpedia.org/resource/Morris_Raphael_Cohen","Morris Raphael Cohen","http://dbpedia.org/resource/Hugo_Münsterberg","Hugo Münsterberg"
"http://dbpedia.org/resource/Mohsen_Kadivar","Mohsen Kadivar","http://dbpedia.org/resource/Hussein-Ali_Montazeri","Hussein-Ali Montazeri"
"http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas","http://dbpedia.org/resource/Maimonides","Maimonides"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Marcel_Duchamp","Marcel Duchamp"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/Marcel_Proust","Marcel Proust"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/Novalis","Novalis"
"http://dbpedia.org/resource/Montesquieu","Montesquieu","http://dbpedia.org/resource/René_Descartes","René Descartes"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/René_Descartes","René Descartes"
"http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas","http://dbpedia.org/resource/René_Descartes","René Descartes"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/Eric_Gutkind","Eric Gutkind"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Erwin_Anton_Gutkind","Erwin Anton Gutkind"
"http://dbpedia.org/resource/Empedocles","Empedocles","http://dbpedia.org/resource/Pythagoreanism","Pythagoreanism"
"http://dbpedia.org/resource/Murtada_Sharif_'Askari","Murtada Sharif 'Askari","http://dbpedia.org/resource/Mir_Damad","Mir Damad"
"http://dbpedia.org/resource/Emma_Goldman","Emma Goldman","http://dbpedia.org/resource/Oscar_Wilde","Oscar Wilde"
"http://dbpedia.org/resource/Emil_Cioran","Emil Cioran","http://dbpedia.org/resource/Oswald_Spengler","Oswald Spengler"
"http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas","http://dbpedia.org/resource/Vladimir_Jankélévitch","Vladimir Jankélévitch"
"http://dbpedia.org/resource/Muhammad_Iqbal","Muhammad Iqbal","http://dbpedia.org/resource/Vladimir_Lenin","Vladimir Lenin"
"http://dbpedia.org/resource/Boris_Groys","Boris Groys","http://dbpedia.org/resource/Vladimir_Solovyov_(philosopher)","Vladimir Solovyov (philosopher)"
"http://dbpedia.org/resource/A._J._Ayer","A. J. Ayer","http://dbpedia.org/resource/Voltaire","Voltaire"
"http://dbpedia.org/resource/Fath_al-Din_Ibn_Sayyid_al-Nas","Fath al-Din Ibn Sayyid al-Nas","http://dbpedia.org/resource/Ibn_Hisham","Ibn Hisham"
"http://dbpedia.org/resource/Empedocles","Empedocles","http://dbpedia.org/resource/Alcmaeon_of_Croton","Alcmaeon of Croton"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Gilbert_Simondon","Gilbert Simondon"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz","Gottfried Wilhelm Leibniz"
"http://dbpedia.org/resource/Emer_de_Vattel","Emer de Vattel","http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz","Gottfried Wilhelm Leibniz"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/György_Lukács","György Lukács"
"http://dbpedia.org/resource/Muhammad_Usman_Damani","Muhammad Usman Damani","http://dbpedia.org/resource/Haji_Dost_Muhammad_Qandhari","Haji Dost Muhammad Qandhari"
"http://dbpedia.org/resource/Muhammad_Iqbal","Muhammad Iqbal","http://dbpedia.org/resource/Ibn_Arabi","Ibn Arabi"
"http://dbpedia.org/resource/A._J._Ayer","A. J. Ayer","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Boris_Groys","Boris Groys","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Moritz_Schlick","Moritz Schlick","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Wilfrid_Sellars","Wilfrid Sellars","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Wilhelm_Dilthey","Wilhelm Dilthey","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Wilhelm_Windelband","Wilhelm Windelband","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Wilhelm_von_Humboldt","Wilhelm von Humboldt","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Emil_Cioran","Emil Cioran","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Emil_Fackenheim","Emil Fackenheim","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Emil_Lask","Emil Lask","http://dbpedia.org/resource/Immanuel_Kant","Immanuel Kant"
"http://dbpedia.org/resource/Walter_Kaufmann_(philosopher)","Walter Kaufmann (philosopher)","http://dbpedia.org/resource/Karl_Jaspers","Karl Jaspers"
"http://dbpedia.org/resource/William_A._Earle","William A. Earle","http://dbpedia.org/resource/Karl_Jaspers","Karl Jaspers"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Karl_Marx","Karl Marx"
"http://dbpedia.org/resource/Walter_Benjamin","Walter Benjamin","http://dbpedia.org/resource/Karl_Marx","Karl Marx"
"http://dbpedia.org/resource/Wendy_Brown_(political_theorist)","Wendy Brown (political theorist)","http://dbpedia.org/resource/Karl_Marx","Karl Marx"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Karl_Polanyi","Karl Polanyi"
"http://dbpedia.org/resource/A._J._Ayer","A. J. Ayer","http://dbpedia.org/resource/Karl_Popper","Karl Popper"
"http://dbpedia.org/resource/William_A._Earle","William A. Earle","http://dbpedia.org/resource/Maurice_Merleau-Ponty","Maurice Merleau-Ponty"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Maurizio_Cattelan","Maurizio Cattelan"
"http://dbpedia.org/resource/Moritz_Schlick","Moritz Schlick","http://dbpedia.org/resource/Max_Planck","Max Planck"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Max_Stirner","Max Stirner"
"http://dbpedia.org/resource/Emma_Goldman","Emma Goldman","http://dbpedia.org/resource/Max_Stirner","Max Stirner"
"http://dbpedia.org/resource/Eric_Voegelin","Eric Voegelin","http://dbpedia.org/resource/Max_Weber","Max Weber"
"http://dbpedia.org/resource/Wendy_Brown_(political_theorist)","Wendy Brown (political theorist)","http://dbpedia.org/resource/Michel_Foucault","Michel Foucault"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Michel_de_Montaigne","Michel de Montaigne"
"http://dbpedia.org/resource/Emma_Goldman","Emma Goldman","http://dbpedia.org/resource/Mikhail_Bakunin","Mikhail Bakunin"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Milton_Friedman","Milton Friedman"
"http://dbpedia.org/resource/Muhammad_Iqbal","Muhammad Iqbal","http://dbpedia.org/resource/Mir_Sayyid_Ali_Hamadani","Mir Sayyid Ali Hamadani"
"http://dbpedia.org/resource/Empedocles","Empedocles","http://dbpedia.org/resource/Parmenides","Parmenides"
"http://dbpedia.org/resource/Enrique_Dussel","Enrique Dussel","http://dbpedia.org/resource/Paul_Ricœur","Paul Ricœur"
"http://dbpedia.org/resource/Emil_Cioran","Emil Cioran","http://dbpedia.org/resource/Paul_Valéry","Paul Valéry"
"http://dbpedia.org/resource/Murray_Bookchin","Murray Bookchin","http://dbpedia.org/resource/Peter_Kropotkin","Peter Kropotkin"
"http://dbpedia.org/resource/Emma_Goldman","Emma Goldman","http://dbpedia.org/resource/Peter_Kropotkin","Peter Kropotkin"
"http://dbpedia.org/resource/Boris_Groys","Boris Groys","http://dbpedia.org/resource/Søren_Kierkegaard","Søren Kierkegaard"
"http://dbpedia.org/resource/Walter_Kaufmann_(philosopher)","Walter Kaufmann (philosopher)","http://dbpedia.org/resource/Søren_Kierkegaard","Søren Kierkegaard"
"http://dbpedia.org/resource/William_A._Earle","William A. Earle","http://dbpedia.org/resource/Søren_Kierkegaard","Søren Kierkegaard"
"http://dbpedia.org/resource/Emil_Cioran","Emil Cioran","http://dbpedia.org/resource/Søren_Kierkegaard","Søren Kierkegaard"
"http://dbpedia.org/resource/Emmanuel_Levinas","Emmanuel Levinas","http://dbpedia.org/resource/Søren_Kierkegaard","Søren Kierkegaard"
"http://dbpedia.org/resource/Emer_de_Vattel","Emer de Vattel","http://dbpedia.org/resource/Jean-Jacques_Burlamaqui","Jean-Jacques Burlamaqui"
"http://dbpedia.org/resource/Emma_Goldman","Emma Goldman","http://dbpedia.org/resource/Johann_Most","Johann Most"
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/De_la_Mettrie",
"http://dbpedia.org/resource/Mookie_Tenembaum","Mookie Tenembaum","http://dbpedia.org/resource/Wang-Chong",
"http://dbpedia.org/resource/Wilfred_Stein","Wilfred Stein","http://dbpedia.org/resource/Joseph_Gillman",
"http://dbpedia.org/resource/Wilfred_Stein","Wilfred Stein","http://dbpedia.org/resource/William_Lieb",
"http://dbpedia.org/resource/A.K._Chatterjee","A.K. Chatterjee",,
"http://dbpedia.org/resource/Bonnie_Mann","Bonnie Mann",,
"http://dbpedia.org/resource/Boris_Vysheslavtsev","Boris Vysheslavtsev",,
"http://dbpedia.org/resource/Mohammad_Ebrahim_Bastani_Parizi","Mohammad Ebrahim Bastani Parizi",,
"http://dbpedia.org/resource/Mohammed_Arkoun","Mohammed Arkoun",,
"http://dbpedia.org/resource/Moses_Mendelssohn","Moses Mendelssohn",,
"http://dbpedia.org/resource/Motsamai_Molefe","Motsamai Molefe",,
"http://dbpedia.org/resource/Moya_Bailey","Moya Bailey",,
"http://dbpedia.org/resource/Mozi","Mozi",,
"http://dbpedia.org/resource/Muhammad_Anwaarullah_Farooqui","Muhammad Anwaarullah Farooqui",,
"http://dbpedia.org/resource/Muhammad_Asad","Muhammad Asad",,
"http://dbpedia.org/resource/Muhammad_Mustafa_Jauhar","Muhammad Mustafa Jauhar",,
"http://dbpedia.org/resource/Muhammad_al-Shaybani","Muhammad al-Shaybani",,
"http://dbpedia.org/resource/Muhammad_al-Tijani","Muhammad al-Tijani",,
"http://dbpedia.org/resource/Muhammad_al-Zurqani","Muhammad al-Zurqani",,
"http://dbpedia.org/resource/Muhammad_ibn_Zakariya_al-Razi","Muhammad ibn Zakariya al-Razi",,
"http://dbpedia.org/resource/Muhammad_ibn_al-Habib","Muhammad ibn al-Habib",,
